CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
30.871.716/0001-25;2023-04-01;1;2023-05-12;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-05-01;1;2023-06-12;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-06-01;1;2023-07-12;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1212;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-07-01;1;2023-08-15;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-08-01;1;2023-09-12;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-09-01;1;2023-10-11;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-10-01;1;2023-11-14;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-11-01;1;2023-12-13;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.871.716/0001-25;2023-12-01;1;2024-01-15;GREEN ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-05-03;INVESTIDOR QUALIFICADO;;114841.6539;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
30.982.880/0001-00;2023-01-01;1;2023-02-15;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-02-01;1;2023-03-14;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-03-01;1;2023-04-17;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-04-01;1;2023-05-11;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-05-01;1;2023-06-13;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-06-01;1;2023-07-07;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-07-01;1;2023-08-11;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-08-01;1;2023-09-14;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-09-01;1;2023-10-13;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-10-01;1;2023-11-14;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-11-01;1;2023-12-14;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.880/0001-00;2023-12-01;1;2024-01-15;JPP CAPITAL RECEBIVEIS IMOBILIARIOS - FII;2018-12-17;INVESTIDORES EM GERAL;BRJPPACTF005;904050;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;FINAXIS CORRETORA;03317692000194;Avenida Paulista;1842;Torre Norte 1º andar cj. 17;Cerqueira Cesar;São Paulo;SP;01310-923;(11) 3526 9001;;;http://finaxis.com.br/;atendimento@finaxis.com.br
30.982.923/0001-57;2023-01-01;1;2023-02-15;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791490292.5019;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
30.982.923/0001-57;2023-02-01;1;2023-03-14;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791490292.5019;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
30.982.923/0001-57;2023-03-01;1;2023-04-17;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791490292.5019;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
30.982.923/0001-57;2023-04-01;1;2023-05-15;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791490292.5019;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
30.982.923/0001-57;2023-05-01;1;2023-06-15;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791490292.5019;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
30.982.923/0001-57;2023-06-01;1;2023-07-14;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791501521.3798;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
30.982.923/0001-57;2023-07-01;1;2023-08-14;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791501521.3798;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
30.982.923/0001-57;2023-08-01;1;2023-09-15;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791501521.3798;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
30.982.923/0001-57;2023-09-01;1;2023-10-16;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791501521.3798;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
30.982.923/0001-57;2023-10-01;1;2023-11-16;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791501521.3798;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
30.982.923/0001-57;2023-11-01;1;2023-12-15;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791501521.3798;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
30.982.923/0001-57;2023-12-01;1;2024-01-15;FII VITACON;2018-12-24;INVESTIDOR QUALIFICADO;BR016KCTF002;791512814.5312;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
30.982.974/0001-89;2023-01-01;1;2023-02-15;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;265282;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-02-01;1;2023-03-15;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;265282;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-03-01;1;2023-04-14;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;266364;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-04-01;1;2023-05-15;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;266364;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-05-01;1;2023-06-15;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;266364;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-06-01;1;2023-07-14;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;266364;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-07-01;1;2023-08-14;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;266364;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-08-01;1;2023-09-14;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;267446;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-09-01;1;2023-10-16;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;267446;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-10-01;1;2023-11-14;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;267446;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-11-01;1;2023-12-14;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;267446;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.982.974/0001-89;2023-12-01;1;2024-01-15;GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-01;INVESTIDOR QUALIFICADO;BRVXXVCTF004;268096;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
30.983.020/0001-90;2023-01-01;1;2023-02-15;XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-10;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
30.983.020/0001-90;2023-02-01;1;2023-03-15;XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-10;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
30.983.020/0001-90;2023-03-01;1;2023-04-17;XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-02;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
30.983.020/0001-90;2023-04-01;1;2023-05-12;XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-02;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
30.983.020/0001-90;2023-05-01;1;2023-06-15;XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-02;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
30.983.020/0001-90;2023-06-01;1;2023-07-17;XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-02;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
30.983.020/0001-90;2023-07-01;1;2023-08-15;XP SELECTION FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-07-02;INVESTIDORES EM GERAL;BRXPSFCTF009;43302140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
